Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector
Water,2017,61820,CHI ENGINEERING SERVICES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,55731,Automotive Rentals Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71641,VANTAGE BUILDERS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47839,STATE ELECTRIC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47831,ROBERT J DEVEREAUX,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61866,TECTA AMERICA,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61821,CHA HOLDINGS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,46726,WESTERN CARRIERS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61836,KELLIHER SAMETS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61823,DDS UTILITIES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,28853,DAVEY TREE EXPERT,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,28847,CONECO ENGINEERS SCIENTIST,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47818,NORTHLINE UTILITIES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47764,A G I CONSTRUCTION,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,38060,DELTA BEVERAGE (ERS),,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47808,MYR GROUP,MYRG US,US55405W1045,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,15125,PRO UNLIMITED INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47812,NEW ENGLAND UTILITY CONSTRUCTORS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,57314,IRONWOOD HEAVY HIGHWAY,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56129,ACT INTERNATIONAL,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56731,Asphalt Products Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56163,"WS Hampshire, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,3773,Consolidated Container Company,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,16096,S & C ELECTRIC CO,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61857,SHULMAN INDUSTRIES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61817,CARUSO & MC GOVERN CONSTRUCTION,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61803,BINGHAM & TAYLOR CORP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47768,ASPLUNDH TREE EXPERT,25021Z US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
